Date,no,so2_roll_std_7,nh3,pm10_lag3,no2,pm2_5_roll_std_7,o3_lag2,co_lag2,pm10_roll_std_7,so2_lag3
2015-01-23,151.9,21.64486082191337,41.2,42.5,57.5,170.48583937844057,53.8,3.92,171.41194879726498,60.7
2015-01-24,191.0,30.286654298080343,13.7,506.4,82.8,162.7478198230098,135.0,8.67,158.25763503736258,81.4
2015-01-25,112.9,30.997780258469817,21.1,423.9,100.4,141.32030993455965,139.6,4.1,160.7222596963618,68.2
2015-01-26,52.7,31.074036015389343,0.4,365.1,6.6,146.61185068712814,37.1,0.53,171.72174890682618,37.0
2015-01-27,35.0,33.062891009480126,41.6,442.6,120.4,151.99094114609656,2.7,7.67,66.47530511758634,3.6
2015-01-28,141.8,31.211360874192067,39.4,457.0,141.9,137.36712194144633,165.4,4.15,74.79243977581598,76.0
2015-01-29,137.7,34.8508727772108,13.7,576.0,46.7,121.52312145274678,91.4,4.44,72.66536149985615,96.1
2015-01-30,37.5,39.32865186022598,10.8,443.0,103.7,159.92088073556278,4.3,5.7,147.29384948204083,30.5
2015-01-31,116.2,34.53610946738004,26.6,557.4,88.1,167.77231311399103,127.3,0.77,150.38803935470528,58.0
2015-02-01,85.1,35.82836067379344,47.1,457.2,0.9,185.69349682179168,133.6,1.14,176.5197048220855,95.0
2015-02-02,108.7,37.700461030400696,32.4,128.0,139.7,185.48815518594637,109.2,6.87,156.949629469063,6.5
2015-02-03,160.1,36.3083946740905,34.1,355.9,110.9,181.95601901872567,36.4,2.99,193.29129879659908,87.6
2015-02-04,156.9,36.937424562810726,23.1,172.2,44.4,172.46319828271993,76.3,2.99,149.9839753345097,91.0
2015-02-05,79.4,35.31430305131335,13.3,286.2,28.6,164.96531381446454,55.2,4.79,124.1369788733779,14.9
2015-02-06,190.1,28.835386659615367,1.1,5.6,88.6,171.18526861408426,28.9,5.08,140.38558466221644,49.8
2015-02-07,197.7,27.09274195548813,49.8,254.3,66.6,153.76079753026403,189.5,8.51,135.15165379605787,39.5
2015-02-08,140.7,25.84535511368301,27.5,328.3,105.3,150.15932490905402,144.9,0.46,139.86585750367405,85.2
2015-02-09,20.3,22.77020818860426,12.6,436.9,73.0,177.1306485808333,51.0,0.73,189.31562207568803,71.2
2015-02-10,75.4,29.90660064107523,39.8,288.6,34.7,175.71379055292212,18.6,1.86,154.04276926199668,71.2
2015-02-11,30.8,30.138616266779568,9.6,132.5,149.5,160.09473683386582,106.4,6.1,157.70590773123664,26.8
2015-02-12,145.2,27.38416295876834,45.7,581.6,127.7,183.28814941039076,142.6,1.08,161.37789427894003,29.9
2015-02-13,24.7,23.67755618020292,18.3,178.7,50.7,176.83708133005737,72.4,6.64,176.3060474883161,2.5
2015-02-14,56.2,29.41409607006556,48.1,210.8,137.1,186.7579615183144,27.4,3.24,180.39197004618265,34.9
2015-02-15,71.4,31.80906579368004,27.1,398.4,85.3,163.85846389636453,122.4,1.17,161.17049830477512,8.0
2015-02-16,49.0,31.804237513411994,22.6,531.8,43.2,162.3819717884493,134.2,8.28,161.3667665082662,7.3
2015-02-17,182.8,29.423282002684925,6.8,226.1,5.5,168.43940552416268,41.6,9.15,159.2020279842116,88.5
2015-02-18,103.6,34.2244482372303,20.0,412.5,11.2,152.55518595545928,31.9,4.59,170.8268017334405,60.6
2015-02-19,82.2,33.10065457560217,3.1,70.3,74.7,158.2540242473353,140.9,0.31,187.7610081738916,30.2
2015-02-20,6.1,33.45108013061404,41.1,417.6,64.2,126.5316749351907,7.8,0.78,179.18677140798937,22.2
2015-02-21,158.9,32.816074748585656,41.1,553.2,49.6,141.37915923737367,163.1,7.77,181.00603515326432,82.4
2015-02-22,135.2,31.98123705877437,22.8,576.9,75.4,135.3838458394712,60.0,1.94,180.24148087654916,81.9
2015-02-23,184.9,33.13744105992494,15.4,329.0,62.7,108.87446462609608,178.5,0.08,136.1564751096536,5.8
2015-02-24,21.7,32.025443753663225,32.5,212.9,148.8,108.31659944018604,34.3,1.79,178.09238239370785,9.6
2015-02-25,166.7,30.025568469302307,38.4,388.7,47.3,114.25138948826834,166.5,7.9,167.11361832170178,28.6
2015-02-26,17.0,30.786600362897502,34.5,553.9,87.6,88.12880184301669,77.0,1.49,166.32838860862822,62.8
2015-02-27,163.2,32.05135016842577,33.9,131.5,55.4,85.01992763604352,39.1,5.76,202.6542269835142,40.6
2015-02-28,137.1,28.19807490896192,40.5,458.8,88.7,86.23056026612319,113.8,5.96,207.8301057526143,5.3
2015-03-01,36.5,29.597570685382102,37.7,572.9,149.4,120.4064347275905,168.7,1.28,206.67954606565388,84.7
2015-03-02,35.9,29.58743298220023,44.3,74.8,141.3,125.10983745721764,147.9,4.54,189.18285686957293,79.0
2015-03-03,139.3,29.065713724003302,19.5,169.7,53.0,125.91326190600222,145.9,5.45,187.54126149171748,54.7
2015-03-04,53.8,14.149911660501632,20.7,305.1,105.2,129.80240661060466,18.8,9.66,185.51973582600957,89.7
2015-03-05,8.2,21.378293397075183,32.1,439.0,134.9,127.36420219198166,62.9,2.57,164.00615551746534,55.8
2015-03-06,38.3,21.58308420521783,5.2,531.1,94.6,110.82222787183166,12.1,2.37,145.12721841132873,76.5
2015-03-07,21.2,21.52144002970946,28.7,431.4,134.5,104.71241569174116,167.7,5.79,160.21191026411293,84.6
2015-03-08,189.4,19.896182931358837,25.9,418.6,35.7,91.35439625045808,112.6,3.37,159.50473048665057,29.5
2015-03-09,55.5,21.70036207729524,5.0,150.5,142.0,119.69291262782993,50.8,8.73,154.9143142576074,49.2
2015-03-10,10.3,21.893443245475485,40.8,103.3,145.1,136.13091038373597,172.5,4.94,129.15932575145862,72.7
2015-03-11,50.0,20.71484399904476,3.3,353.5,132.2,134.3634587513251,4.7,2.34,144.15832070529748,43.2
2015-03-12,191.9,26.20139945371873,49.6,369.8,147.7,137.35583264610483,62.6,5.14,166.17615008521176,36.1
2015-03-13,139.8,31.683509305390416,4.2,293.3,96.8,147.51996152256496,43.5,2.96,170.61932146489983,27.4
2015-03-14,56.6,30.635693468333848,25.2,507.7,4.6,153.05562636474605,107.6,8.38,157.82814342550833,5.9
2015-03-15,99.7,34.429804364408284,41.4,45.8,45.4,164.8512605206223,174.9,2.91,178.85595161629763,82.6
2015-03-16,114.2,38.3015851965872,25.3,114.7,62.8,149.69363157239962,189.6,3.19,177.38069632451948,92.0
2015-03-17,91.9,36.61852250536864,49.4,235.0,139.4,131.63376864474796,67.2,7.73,183.547930680634,60.5
2015-03-18,92.1,28.968422874045512,34.0,20.0,131.6,139.8127914987275,89.1,0.82,143.6244142928087,93.0
2015-03-19,104.6,29.3972058924945,9.6,358.4,94.3,146.34104817498186,67.7,1.82,172.45268778366284,9.7
2015-03-20,108.7,29.26366998434031,17.7,361.7,130.1,150.99687634738228,185.5,3.31,158.4291609761884,60.5
2015-03-21,191.5,29.627601352535464,19.8,289.1,83.7,152.68615648103912,102.4,4.72,160.05576111676407,54.3
2015-03-22,49.9,25.792053039647683,14.1,542.3,55.6,133.74694300022244,151.7,4.24,121.64929686838066,36.9
2015-03-23,184.2,20.10530609897131,41.2,348.6,68.6,149.82108695119683,18.7,8.62,140.9255223766896,91.3
2015-03-24,76.3,22.33483292762141,25.7,424.2,47.2,161.0946690022745,61.7,3.54,144.5602494266169,70.2
2015-03-25,125.4,25.45191544854728,38.7,144.0,94.8,162.62549732730218,134.5,6.0,150.8732628021659,60.7
2015-03-26,5.9,21.251106413773467,10.3,540.0,81.0,149.03910480778106,19.5,2.92,158.34363324894431,93.0
2015-03-27,124.4,22.655294766398008,31.9,293.9,43.7,155.944909381181,193.7,4.21,159.9078052831574,41.0
2015-03-28,198.0,23.16631380341066,15.9,234.8,131.3,148.55924423481372,156.5,6.68,171.5013577622221,99.7
2015-03-29,2.9,28.97752002271186,29.1,577.6,19.1,151.2880333920004,50.1,5.43,172.99607344842084,88.4
2015-03-30,131.7,26.404031077524078,29.9,306.6,125.1,158.02849351273568,141.7,8.72,159.3047902307905,49.4
2015-03-31,26.4,25.244471341926204,44.5,529.7,147.8,154.77788232542414,101.9,0.78,171.6084052775526,59.1
2015-04-01,138.6,18.878622326652465,32.2,137.4,15.1,162.09274828819156,184.7,8.06,176.70391161757672,24.4
2015-04-02,47.7,14.254172321514448,37.1,272.3,100.0,161.09381176965232,61.3,6.17,178.8807557058745,52.0
2015-04-03,149.0,14.791310190204827,36.2,518.9,100.6,140.18628083137563,91.8,4.71,177.59385982521758,56.8
2015-04-04,178.9,13.35186806976391,29.6,199.0,83.8,113.90008570589184,75.1,5.71,200.76236367075035,49.5
2015-04-05,30.2,15.948428792592107,20.9,588.2,42.6,113.9337777583351,169.7,9.88,190.833727177801,25.8
2015-04-06,6.5,17.00896122356571,15.8,337.3,50.1,137.50613839112088,2.9,8.36,197.52978557796325,33.1
2015-04-07,142.8,23.42952959713142,8.1,31.5,19.1,140.73494506306795,7.7,6.27,180.8630947640203,48.7
2015-04-08,156.4,25.802952950241583,16.7,236.2,59.0,116.087768520202,5.2,8.33,185.6519028925343,74.8
2015-04-09,113.2,27.81185084849708,42.5,175.9,72.8,110.55958962090472,173.7,7.79,129.05552699368965,32.0
2015-04-10,31.7,26.773796713880355,34.7,410.3,15.6,103.06041686219558,19.8,7.91,146.9605697036418,88.5
2015-04-11,149.4,28.46535070003864,28.1,148.9,34.3,84.3542812304436,113.1,7.04,141.20401822152468,79.1
2015-04-12,102.9,29.088338360439717,41.5,131.5,97.2,102.45051999682116,35.1,8.84,173.87486606067873,16.0
2015-04-13,0.3,31.387865413852136,41.8,426.9,37.3,125.8404072436119,150.2,3.88,181.29599186597204,44.2
2015-04-14,83.5,26.83254953010828,31.0,59.2,79.5,132.94291829130847,71.0,1.58,174.99979455770233,82.3
2015-04-15,55.4,23.92437489853631,45.3,494.1,94.1,119.47404778962704,164.8,0.89,172.0520214796619,33.2
2015-04-16,39.8,22.183831521006034,14.0,448.7,138.3,132.18176698701495,45.8,1.71,190.4344756702669,17.1
2015-04-17,22.9,22.1804289537292,37.9,290.0,116.3,141.2586971616598,198.2,6.09,198.44039767288157,48.2
2015-04-18,168.7,16.50216436021132,5.3,443.6,12.7,145.70236132348057,170.9,6.46,174.69103883032756,18.2
2015-04-19,143.0,21.350710928277245,1.8,45.7,113.0,145.8071655434311,60.3,9.67,175.1408562380848,34.2
2015-04-20,90.9,31.881260356277668,14.0,493.6,96.9,138.78875348974822,119.7,2.43,175.75486581356097,44.1
2015-04-21,3.8,33.499786779705246,42.1,554.0,105.4,123.13146671439476,195.1,4.19,177.12649636428108,63.2
2015-04-22,64.5,34.47728030374289,6.3,498.8,18.8,128.9449716518086,37.3,5.18,178.22664409864936,1.4
2015-04-23,20.9,35.88683270929272,46.3,460.0,87.0,138.13583204671443,135.2,0.61,118.7530190092424,100.0
2015-04-24,48.5,35.638970109645285,22.0,277.2,108.1,102.91322743434094,68.3,1.28,120.79194036500458,15.9
2015-04-25,127.3,35.57451602588839,18.0,464.4,10.2,93.73408690342616,98.8,3.85,184.92195393629984,76.1
2015-04-26,179.2,26.562782771604112,0.1,242.7,16.0,109.66234323508468,6.3,2.97,204.4235041467076,80.9
2015-04-27,67.4,21.264558038469275,49.5,513.2,68.5,115.67567756858996,42.1,6.0,212.006473396226,61.1
2015-04-28,58.0,12.849735961711977,0.4,11.7,145.9,113.65134444976046,195.2,8.81,215.2752103482333,51.3
2015-04-29,56.9,18.099763218656427,30.1,41.4,5.9,100.05340954662546,12.5,9.3,226.1057632845216,59.1
2015-04-30,25.0,24.755788163963743,0.0,508.9,68.0,108.01340525270795,45.2,8.03,225.85312230992685,51.0
2015-05-01,57.0,32.420591634095175,48.1,196.2,133.9,104.5880126063804,13.4,8.95,217.4115835613792,78.5
2015-05-02,172.4,34.62836024609501,36.3,532.4,92.5,109.69395955067336,27.9,1.69,216.8335295193284,99.6
2015-05-03,176.0,34.25071427826621,20.7,351.2,21.5,103.41898600676122,66.4,5.01,180.15915054142957,19.9
2015-05-04,55.7,37.10619894303377,40.2,97.0,124.6,116.35021435713983,148.1,9.82,177.7988095198239,4.5
2015-05-05,72.9,37.234565354558086,36.9,560.8,76.2,116.2739417230255,167.0,9.15,163.6828015516886,19.9
2015-05-06,59.7,27.12292125016879,35.6,469.2,18.5,129.23777458991,99.4,0.11,153.23807962650469,46.6
2015-05-07,17.4,28.468077359938256,15.7,486.1,146.9,145.8260542401052,193.2,5.23,196.05858332457169,83.1
2015-05-08,81.6,32.51941544604363,12.2,295.2,26.0,149.25388564775253,37.6,3.94,179.25454367622416,11.7
2015-05-09,182.4,30.23925232131874,40.5,343.3,66.2,152.62240832790422,127.8,0.43,166.6778072467097,18.4
2015-05-10,45.4,30.179597333929014,14.3,50.8,135.5,167.06836923846475,38.1,9.5,147.67689312111304,56.0
2015-05-11,177.9,29.01392933123839,15.8,197.1,107.8,137.28665526658338,162.3,8.11,119.49471197704122,93.5
2015-05-12,8.9,25.81993508161954,6.9,122.6,118.0,136.64227889256082,25.3,0.06,145.00594240696893,51.7
2015-05-13,183.2,21.604684236349783,1.2,330.4,70.8,150.96604474737578,47.5,1.13,150.6611255828942,55.3
2015-05-14,93.0,22.811870343560795,16.1,95.2,52.9,125.5802532247805,16.5,1.34,157.55127207780072,20.1
2015-05-15,66.0,15.511378312157092,15.2,431.4,46.6,125.15938410111892,195.2,2.63,157.91855194250894,62.5
2015-05-16,30.2,19.8329451742729,47.5,380.5,4.5,145.58543556145665,172.2,3.63,182.07919391611645,49.2
2015-05-17,170.8,18.302771062640463,20.5,17.8,143.8,144.8523123079241,132.7,7.97,195.76548774101133,36.0
2015-05-18,151.0,19.67960026694311,34.3,186.4,93.5,147.22632237477103,123.4,9.97,186.99998981410684,28.0
2015-05-19,65.0,17.000196077300625,47.3,507.4,45.2,130.54686077092344,156.6,6.43,219.84136271844895,7.7
2015-05-20,116.2,15.042701125225427,20.4,70.1,121.4,126.4909595866158,97.4,8.24,224.06961503281127,40.9
2015-05-21,68.9,18.458370149377483,3.8,191.1,60.4,141.41330509235286,24.0,4.35,234.8258463100644,11.6
2015-05-22,51.8,18.910302054952083,20.0,594.2,26.6,139.01457614564166,41.4,8.6,256.5384367376737,7.9
2015-05-23,14.6,18.635130674027923,47.4,95.7,13.3,129.8005576332582,185.9,6.13,260.4838090206465,4.7
2015-05-24,72.7,16.852045234078556,7.0,590.8,98.9,102.79843893571082,31.6,9.05,241.19902372857769,51.0
2015-05-25,17.7,17.77168695264629,27.9,27.3,118.3,98.59330123096125,166.5,7.84,255.2644305887709,7.5
2015-05-26,138.2,17.755602737486267,6.2,534.9,33.3,130.6134865055783,177.4,7.48,238.6450602084708,30.3
2015-05-27,43.6,19.100909975830024,11.0,406.7,79.8,132.0348619187553,130.2,0.11,224.0143256473523,12.2
2015-05-28,136.1,15.922296436429168,15.3,87.4,85.7,103.56739236798802,125.9,7.02,220.46754755248992,2.3
2015-05-29,120.0,15.797995653457685,34.9,477.0,116.7,120.36847198340216,5.3,5.25,186.79627813157688,27.9
2015-05-30,109.5,15.672344462535976,14.4,493.1,129.0,118.07413934029924,178.1,8.04,193.19321687786805,47.2
2015-05-31,97.1,33.261782731480146,8.0,107.5,90.2,118.85833304120229,22.0,2.01,212.10491788375893,10.9
2015-06-01,104.7,33.22698988989008,1.3,257.0,128.6,103.38397453414244,182.4,9.01,176.36890045475425,8.5
2015-06-02,72.6,35.118296682851266,31.9,569.3,98.3,65.22810889851256,187.6,4.79,200.2009549951056,29.1
2015-06-03,18.5,35.190468135832575,23.3,575.3,90.8,63.65259505427003,29.2,4.55,220.49392173892096,99.1
2015-06-04,123.1,33.42892246457934,4.9,318.5,140.2,108.35055540763452,115.9,2.8,206.59181517000616,71.7
2015-06-05,183.2,31.6241468923142,40.2,120.4,34.5,88.56065449063453,56.9,8.05,215.22162220991308,10.1
2015-06-06,192.0,31.683945160796814,4.3,27.8,145.1,131.39299104304658,178.5,2.5,199.7021174506809,49.0
2015-06-07,167.5,29.256663872567223,25.6,308.8,51.8,130.5371083894028,148.0,3.84,130.76804437082944,27.6
2015-06-08,27.6,29.444904159334268,22.9,148.4,148.4,153.24335455179042,21.6,2.19,108.85183245389676,74.6
2015-06-09,156.2,26.351624148012103,24.5,11.2,51.4,161.20500405798003,100.7,6.59,167.02809144971138,82.1
2015-06-10,162.5,28.310943534427164,14.2,27.5,144.3,172.52995323103983,51.8,6.08,172.19777112655154,86.2
2015-06-11,91.5,32.192723223912395,49.9,195.8,3.2,181.11921225430248,172.6,9.03,190.3524400383964,36.0
2015-06-12,137.2,36.52281739510508,49.1,455.1,70.5,186.5215243547486,75.6,6.82,188.16833775461055,24.5
2015-06-13,45.7,34.00880838281529,40.8,388.5,7.8,158.36035759350534,110.2,7.55,162.71712673634946,27.1
2015-06-14,104.5,29.34765343097744,9.4,443.1,125.8,165.84753899433125,139.8,5.43,123.72099563899684,6.1
2015-06-15,59.1,30.37081148860185,46.6,326.1,55.7,143.48273830142855,95.6,3.26,147.2299772141397,98.8
2015-06-16,131.3,30.552398393891227,33.3,149.8,17.4,141.7572741057925,158.4,8.0,177.5308034975228,51.9
2015-06-17,92.0,29.783368641224037,13.6,432.0,82.0,127.71668422164532,154.0,5.51,171.72046914625346,40.6
2015-06-18,16.5,29.19323143992048,18.9,94.7,16.8,127.6833024098521,156.7,7.7,167.0324163006628,62.9
2015-06-19,18.1,18.69384925583813,49.3,3.7,53.5,124.92568076374748,2.5,8.14,156.641998564515,22.9
2015-06-20,95.8,20.967253379632595,38.1,327.5,137.6,125.8234079970815,105.8,5.1,201.66898503193136,38.3
2015-06-21,43.6,21.72746780328664,43.6,28.3,30.1,117.63827122642904,118.8,3.37,185.4034327005373,8.8
2015-06-22,17.6,14.112034715430813,7.2,172.7,4.6,146.7057015154588,77.7,1.66,182.9250939592484,22.4
2015-06-23,197.4,14.312864676160952,2.7,513.6,49.7,158.4094423592592,49.4,4.89,174.30323057957384,1.0
2015-06-24,138.2,10.99112195841547,30.2,310.3,67.5,152.8725581902098,53.6,5.53,198.01286153513664,5.1
2015-06-25,128.4,16.712555873041218,24.5,330.2,109.7,138.83993010109242,96.5,7.15,193.23379375155625,0.6
2015-06-26,132.8,31.25288558106047,49.1,515.0,135.4,159.67399973219256,85.8,0.79,190.6160838664234,0.7
2015-06-27,88.9,29.846033476589728,33.2,62.6,68.3,190.8218253964129,56.1,6.76,186.30205632379932,27.1
2015-06-28,118.1,28.441225946385178,27.9,582.9,80.4,188.03457762058665,159.5,5.44,207.54386570187057,42.8
2015-06-29,60.5,24.73023982707733,2.4,189.9,132.0,187.30294279843127,178.9,3.21,207.7229060895442,83.4
2015-06-30,187.2,18.77060772286593,48.6,479.0,111.3,178.10531929705186,171.0,5.15,190.10449256984424,34.0
2015-07-01,80.7,24.511387052512863,5.9,112.9,117.8,176.08706044778785,89.0,5.31,181.530979908848,42.4
2015-07-02,160.8,29.7477730258922,48.4,300.0,16.6,167.1102815223415,167.1,8.79,167.2368921477494,31.5
2015-07-03,16.7,28.54224104392512,40.8,237.7,139.6,133.33163451298716,145.2,5.38,178.98034741810235,48.0
2015-07-04,52.5,29.134311305368023,26.7,523.1,40.0,106.85522470903838,111.4,4.71,152.418893342062,0.8
2015-07-05,1.4,31.595855665547266,3.7,104.2,142.5,107.46548061498429,174.6,6.53,148.41746142938402,84.7
2015-07-06,161.9,37.89698442582771,46.4,95.2,10.8,75.30154301840321,31.9,8.14,146.39469155090816,3.2
2015-07-07,137.0,38.095969040606604,12.0,197.9,12.3,61.85392546345088,198.9,7.31,164.29973480545456,19.6
2015-07-08,192.5,35.810865603027445,45.1,150.8,22.9,80.84820874418247,96.7,7.47,106.9596319044838,65.5
2015-07-09,11.7,34.44661155497078,46.1,167.9,81.4,91.06661350483029,133.9,5.39,105.850483049935,92.6
2015-07-10,50.1,26.27609813753427,14.2,406.3,26.1,103.40772053704076,145.5,1.83,96.92888654894816,55.3
2015-07-11,162.1,16.32129780087234,3.1,250.7,79.1,108.55614303426704,120.9,9.79,98.24633762712318,93.4
2015-07-12,56.0,15.281517002731118,33.6,112.2,144.8,137.21559331074255,131.8,4.44,166.28958533376664,69.6
2015-07-13,14.5,27.13704198358852,31.1,175.3,125.0,142.0400513604393,48.9,3.2,158.81179037434416,87.7
2015-07-14,119.6,35.23310131923426,41.6,254.8,77.9,149.50054467172652,180.2,1.83,152.27590560745745,96.5
2015-07-15,194.4,33.68834756862913,2.7,591.1,6.4,160.58364086757322,117.5,7.75,152.63086968550053,74.8
2015-07-16,1.8,34.819192846420044,15.5,294.8,41.6,164.85846310439413,104.0,1.52,133.6740491964364,18.8
2015-07-17,151.8,35.021326835705864,41.6,237.8,118.0,136.76481899335704,35.0,2.35,166.596955897416,11.3
2015-07-18,146.9,33.651830771678874,11.9,316.2,74.2,102.78771697972844,54.2,2.46,170.7310834533147,79.4
2015-07-19,50.4,37.042588102525066,25.2,269.3,143.3,99.44158610771976,177.5,3.98,105.54694735158346,86.1
2015-07-20,181.9,32.82866778551068,11.8,23.5,26.9,107.23448494726289,165.0,2.0,109.79960100543263,89.5
2015-07-21,114.2,26.670422354575244,15.5,184.3,18.5,107.72704484239868,58.8,3.59,130.23883737927252,34.0
2015-07-22,9.3,26.51499126729557,41.3,325.5,66.6,95.50877546318024,56.4,8.59,146.49109025401285,99.5
2015-07-23,150.0,32.258789868956995,46.7,120.6,14.4,59.70647647729107,101.4,7.08,143.99143327692332,81.7
2015-07-24,147.6,30.44540781699033,43.9,394.5,102.9,123.35544653754116,199.4,2.4,162.78313209678063,34.4
2015-07-25,76.9,30.62515306084197,36.6,17.6,19.9,158.76012003738757,81.8,8.7,166.07486980561572,67.0
2015-07-26,28.3,27.250740487973086,11.5,120.1,125.8,157.2168747758513,194.3,1.58,161.04620307169415,15.7
2015-07-27,156.5,23.35019118918359,19.0,457.1,44.1,159.7674738934234,58.3,10.0,158.38580233389678,36.2
2015-07-28,76.4,23.632886690654864,45.6,136.3,67.8,150.28478362920248,55.4,6.09,171.4975551679127,32.3
2015-07-29,167.3,27.181418723266123,47.4,159.1,119.6,159.34733550747984,73.8,4.75,148.27515445472068,3.9
2015-07-30,129.3,26.35923981850619,38.3,267.0,46.3,133.29782086598064,89.3,2.12,137.21058892915508,65.2
2015-07-31,142.1,27.004629232781525,15.2,459.2,126.6,151.0468249693894,7.2,4.53,116.99870980159538,26.8
2015-08-01,165.6,32.04842318385457,9.2,166.7,12.5,144.9514105780673,64.2,2.74,152.87669011642112,81.3
2015-08-02,65.0,28.55911163084132,45.8,314.8,40.4,162.2745087513014,101.9,0.15,156.8534423624558,59.1
2015-08-03,132.0,28.03211593528969,43.3,168.6,136.3,158.10713366033082,63.6,4.73,186.6978906708704,62.5
2015-08-04,62.4,28.79385681835952,25.7,542.4,114.5,160.2816687376736,82.8,2.34,182.04316991935067,0.9
2015-08-05,83.5,27.1866038440153,15.7,134.2,92.7,164.10435704148756,118.5,7.47,171.95655182134118,73.4
2015-08-06,80.9,30.509982753502936,47.8,567.3,53.8,166.53865274206734,64.8,0.79,198.73955198653692,49.1
2015-08-07,187.9,32.18531904307865,45.2,223.0,25.7,163.07135160501284,51.9,1.12,215.14380794073065,87.0
2015-08-08,97.3,19.248463142114307,33.1,316.1,95.4,176.82600406695198,191.1,5.58,203.1331864284399,62.0
2015-08-09,45.1,29.732914261407167,25.5,589.1,12.6,151.5849706710179,45.1,7.52,201.09871421056567,92.6
2015-08-10,11.2,34.15791757899378,12.4,80.8,68.3,161.9662001776914,38.6,9.36,193.00536632065783,88.0
2015-08-11,4.6,36.28989102320631,47.8,440.9,146.7,162.01499783603225,191.1,8.58,203.05643480147484,45.6
2015-08-12,109.3,36.92477552564195,29.6,592.3,143.4,141.9325879557247,92.1,3.24,213.22037783431824,10.7
2015-08-13,193.2,34.42846275422484,21.6,250.6,141.8,143.77874039814162,122.1,1.89,214.99525354672116,17.3
2015-08-14,26.2,32.284870406164806,22.6,150.3,114.5,140.35549932395318,134.4,7.0,211.25296729389635,99.9
2015-08-15,13.6,32.921313113891074,29.4,526.2,82.4,107.9853848135634,12.1,6.45,225.33984281947264,77.3
2015-08-16,45.3,29.077752909840083,32.9,80.8,56.6,123.23590810968642,120.0,1.76,197.77009981529616,48.8
2015-08-17,187.2,23.979048394478895,32.3,103.3,19.7,136.08843763208864,43.1,8.9,201.83482874676983,71.1
2015-08-18,17.3,23.75834690417341,37.4,544.1,10.6,138.1019171619625,16.6,2.47,205.3942747382164,35.1
2015-08-19,169.1,25.092210895396327,44.0,140.0,11.5,131.94582041053647,195.9,6.81,163.68257899564767,33.9
2015-08-20,100.9,26.1906926397982,48.8,150.6,116.3,131.1630337731307,195.9,6.94,165.35924528129587,65.2
2015-08-21,56.1,22.407545497847227,28.2,110.4,43.7,135.26106151403943,50.9,1.33,164.2336140989407,11.4
2015-08-22,140.9,22.485540327275263,39.9,107.7,79.7,153.82187750772,17.5,1.15,171.3276282170391,4.9
2015-08-23,99.7,22.14066502205943,41.2,64.7,38.3,147.43616051895629,24.8,4.04,178.66209660111056,13.8
2015-08-24,28.8,12.296534548593764,47.7,251.7,106.1,115.38380054657353,104.8,3.81,191.90938337812256,2.4
2015-08-25,108.5,12.80959461832077,45.0,564.1,85.5,113.766877345528,122.6,0.86,220.21931060173765,36.0
2015-08-26,94.4,28.734515498827875,35.1,358.6,66.6,118.05967215978626,41.1,7.45,229.26726553875704,27.5
