,0,1,2,3,4,5,6,7,8,9
24,3.33804,6.588831,4.2353168,3.9744267,3.9867907,4.0266542,4.691786,0.0,1.5432172,3.0826712
25,3.7539864,6.454888,3.7099507,3.8074713,3.8658774,3.0639858,4.849257,0.0,1.9466629,2.7343209
26,2.2739413,3.1563954,3.2813964,2.3181481,2.1685266,2.6474788,2.9919276,0.0,1.4240814,2.5038488
27,3.0602553,5.4517922,4.355475,3.507487,3.280084,5.2388244,3.3706617,0.0,1.508267,4.4389625
28,2.7059736,3.8330522,2.632236,1.9616808,2.264187,3.2513304,2.5639255,0.0,1.4572065,2.37175
29,1.6125674,3.0156717,3.0493863,0.9881401,2.1329722,2.183915,2.502388,0.0,1.682967,1.6946585
30,1.2114619,4.4897175,2.6471217,2.0786843,0.8331167,3.8945315,3.0211961,0.0,1.1180423,2.3279085
31,1.8839766,4.5935955,2.854126,0.77336127,2.8778887,3.068076,2.5759797,0.0,1.3700777,1.220964
32,2.0740955,4.256635,2.8384383,2.1200044,1.9538906,3.419209,2.1272216,0.0,1.1046727,2.3956566
33,3.5783527,4.7675514,3.8960981,3.088342,2.8267617,3.1440587,3.009001,0.0,0.89800614,2.1269808
34,3.334895,4.8786244,2.8783798,3.4995997,1.973293,4.7582464,3.744298,0.0,1.7199349,2.98345
35,2.6691284,2.234662,2.2451024,2.0610986,0.8621845,3.0372121,2.1166365,0.0,0.90071225,1.4958285
36,1.2327741,3.5622923,3.2720385,2.0141122,3.0547707,2.4922214,2.8757339,0.0,2.049718,2.0734873
37,1.3142347,3.6902564,2.233701,0.6021681,2.5541685,2.6532798,2.4021246,0.0,0.7937456,1.5044513
38,2.0091507,3.5347779,2.3250625,1.376086,2.5502782,2.139022,2.8648272,0.0,0.032532807,0.8186824
39,2.1508505,5.131219,1.9863291,3.0035963,2.3442757,5.2762747,3.6066203,0.0,1.4296228,1.6508079
40,1.9251795,2.9327588,1.9655085,1.6607301,2.6850958,2.9761174,2.2081232,0.0,0.0,1.2022246
41,2.3535538,4.1105113,2.4487813,2.4352865,1.9189944,3.6674464,2.626761,0.0,1.9087309,0.58677167
42,4.1686635,5.6621118,3.2625277,2.9226727,4.3838673,3.4122057,4.1528053,0.0,0.75523823,2.118896
43,0.6025414,3.7868721,2.3930078,0.94025016,2.337655,1.6982661,2.036715,0.0,0.6393297,1.915605
44,2.5794044,5.410159,3.5081375,1.7999623,3.2189887,2.6005743,2.5081868,0.0,1.8620377,2.3011081
45,2.3421662,4.8011947,2.0983355,1.8410965,1.3089415,2.119362,2.9173284,0.0,0.47480404,1.8912194
46,2.0035343,2.7204123,2.6635563,3.2725937,2.189571,2.4170415,2.3692384,0.0,0.402562,2.9029524
47,2.7646198,3.2934062,1.527572,1.4407206,2.7205474,0.9597083,3.450376,0.0,0.0,2.7467363
48,3.1241064,4.4192142,2.8617709,2.5789838,3.966494,4.5851326,3.0017467,0.0,0.9704502,4.2083716
49,3.7749789,4.8656144,1.3422495,2.6406152,2.1486318,3.3705328,3.776154,0.0,1.0759373,2.1543496
50,1.8755392,5.3053174,2.9178996,3.3324301,3.4809153,4.1080384,3.4944863,0.0,1.0671736,3.557372
51,1.6567907,3.376525,2.168669,0.9255483,2.600131,1.0017564,2.789741,0.0,0.5165952,1.1057247
52,2.448732,5.504482,3.0745878,2.9894137,4.515942,3.8013215,4.1659236,0.0,0.80766934,3.0150034
53,2.5301404,4.8598037,2.1641188,2.6247766,2.6114016,2.9305518,2.9094944,0.0,2.1096606,1.1752554
54,3.6490424,5.0467496,3.4809985,2.7748888,3.9015734,2.7709436,3.8042662,0.0,1.7471297,1.940943
55,4.0743985,4.4510417,2.260511,2.961303,2.7180014,3.2551084,3.537926,0.0,2.1390343,2.0466833
56,4.075786,5.0526085,3.416097,2.678024,2.3870535,4.0919065,2.966834,0.0,2.8228447,1.8626925
57,1.3743576,5.116091,3.2592032,1.747975,2.2978234,2.1692436,3.0883565,0.0,1.3798814,1.1659495
58,1.6554688,5.005878,3.8134582,2.502108,2.2644808,2.7544618,2.4230542,0.0,1.3283314,2.145762
59,2.2125351,4.526775,3.8651922,2.142087,1.9142553,1.6802503,3.2458122,0.0,1.8258312,1.5224137
60,2.1700914,3.9589677,3.7973828,3.5644956,1.9085565,3.705614,3.1890802,0.0,1.6734103,2.6048074
61,2.50896,3.9391894,2.8619938,2.351401,1.9311961,3.7632966,2.8506768,0.0,2.055577,1.9151622
62,2.3191445,5.049267,3.6449525,2.9588957,2.241898,4.667167,2.7595391,0.0,2.1172917,2.701783
63,3.4543676,5.2718606,3.572955,3.3099082,2.9936476,4.547133,2.5386884,0.0,1.4577314,3.0935678
64,0.6767487,4.241332,2.7813723,1.2843286,1.1674019,2.8756905,2.372731,0.0,1.6719255,1.6425447
65,1.848964,5.0992746,3.5885034,1.7317774,2.4602847,2.781557,2.907663,0.0,0.22610305,1.5730041
66,1.6456296,3.8559442,2.3457925,2.103401,2.484274,2.7447367,2.9283054,0.0,1.2635591,0.55903196
67,2.1081815,5.4837375,3.311279,2.1768343,3.00094,5.372273,3.3522615,0.0,2.119796,1.8446753
68,3.2954445,5.4300346,3.9592028,2.5211132,2.768333,3.6585763,2.942658,0.0,1.4796134,1.615138
69,3.6301632,6.09177,3.926855,3.0125952,3.1327212,4.7391143,3.512724,0.0,2.2644014,3.652509
70,3.1928601,5.339652,3.5227811,2.6454415,1.329513,4.336186,1.9711742,0.0,2.572749,2.949674
71,1.7727542,4.1725097,3.5370588,1.3978558,2.353566,2.1824808,1.7264442,0.0,0.5502016,2.3762321
72,1.8974737,4.9182096,2.0691068,1.1573848,1.6862848,2.184285,3.1868389,0.0,1.3300296,1.7633862
73,2.7848926,5.7103844,3.6874666,2.4978607,2.714989,3.6387265,3.1143148,0.0,1.3461359,2.404316
74,2.7096848,4.848507,3.0882618,2.1753452,3.306334,3.6276364,3.7259085,0.0,0.8818144,2.5574815
75,3.2742789,6.3533497,4.553905,3.8269958,3.269015,5.4294157,3.8245966,0.0,2.0757115,3.50724
76,4.049964,5.872264,3.8379436,3.9495814,4.006971,3.4240954,4.4120216,0.0,1.8687569,2.2099445
77,2.8026667,4.2002783,3.334394,3.1015582,2.2354376,3.827248,2.5682912,0.0,1.9109699,2.8053002
78,2.4495025,5.9569654,4.3161945,2.1621757,4.073597,2.0744522,3.4669535,0.0,2.4597597,2.555383
79,1.1508837,5.329209,2.7698476,2.2579603,1.3146479,2.7360013,3.345305,0.0,0.6897032,3.158362
80,2.321714,5.393378,4.175969,2.7991543,2.7156005,3.6529307,2.5094512,0.0,1.2898116,4.41536
81,3.1876407,5.8036594,3.881219,3.8122137,3.446128,2.8866725,3.619008,0.0,1.8037043,3.8502045
82,3.668142,6.7373147,3.5391326,2.8181849,4.0179973,3.8802152,4.5567813,0.0,1.3755769,4.0694847
83,3.8841288,5.7342615,4.4744554,4.576182,4.1920033,4.508598,3.2869751,0.0,2.1889462,3.803763
84,3.6093779,5.2820935,2.401653,3.0056617,2.9225852,2.825515,3.2404816,0.0,1.7415029,2.2944279
85,2.1551087,5.73053,3.5939965,2.0052238,3.523523,2.5921576,2.4126503,0.0,1.1453278,2.641638
86,2.2620785,6.9634624,3.1012075,2.901462,2.1508822,3.0030665,3.3429532,0.0,0.90293837,2.312996
87,1.4698447,5.634827,2.7412345,1.959504,2.5732524,3.8741224,2.7631714,0.0,0.66732526,3.3894708
88,2.3025234,3.925249,2.7043977,1.0076311,1.9798368,1.7903893,1.3417597,0.0,0.76601285,1.3132597
89,3.032005,5.6184173,2.5838976,2.6786013,3.5655277,4.0035954,3.6858618,0.0,1.0993894,2.4257526
90,2.8028858,5.1905847,2.2335615,2.2413478,3.6632578,3.6633353,2.657774,0.0,1.4688232,1.5995419
91,2.6491654,4.103343,2.6629808,2.0999095,2.9801223,3.2115247,1.3513038,0.0,1.2034308,2.100355
92,0.0,2.075631,1.2652814,0.6400685,0.65479594,0.5087374,0.39809555,0.0,0.90533715,0.10313951
93,1.6274979,4.448255,3.324633,2.8882911,3.3444986,3.2351758,1.7082705,0.0,1.9924839,2.4431906
94,2.3645015,4.7929983,2.3805375,2.1247377,2.9421413,1.8442026,2.824073,0.0,1.6127036,1.0927243
95,2.329929,3.993937,2.675194,2.1451278,2.6856537,2.5894623,1.4143533,0.0,1.1158696,1.8956033
96,1.5305355,4.1884246,1.8319907,2.7637305,1.9125209,2.1892004,1.2060752,0.0,1.4266301,2.58087
97,2.9253898,4.363154,1.6156309,1.7946887,2.1224844,3.0081365,1.7608399,0.0,1.7728194,1.2722868
98,3.0753207,3.2261693,2.0543945,2.3880966,2.471095,2.5308084,1.9912614,0.0,1.0955478,1.7292022
99,1.6665502,5.1739445,2.0425801,1.4364787,1.7950364,2.3752027,2.5935464,0.0,0.33108675,2.5918362
100,1.5160131,4.1764507,1.3944559,0.34713984,1.7667406,1.019294,2.934282,0.0,0.12899014,1.6481494
101,2.7373672,4.7815866,2.9912913,1.8361218,4.235497,3.26951,2.9158454,0.0,0.6739545,2.9451175
102,2.0386713,4.4602475,2.0085156,2.4964182,2.5717742,3.5965211,2.8552513,0.0,0.5056033,2.700879
103,3.787403,7.444996,2.8649123,3.030018,4.0393424,4.1547546,4.0210514,0.0,1.7031331,2.508319
104,3.585778,5.7322793,2.4554737,2.3958216,3.2368155,3.4857812,2.7223997,0.0,0.94244623,2.1939442
105,3.197381,3.649449,2.3798962,3.1708753,2.3433025,2.716741,2.4380815,0.0,0.5447199,2.0885127
106,2.510792,6.4210157,3.0619917,3.3872042,3.1974318,2.948436,4.224584,0.0,1.066291,2.062503
107,1.7287707,4.746385,2.8494492,2.5327551,2.8807886,2.4486687,2.9662895,0.0,0.94395345,2.3913226
108,2.3075552,4.674477,2.494464,2.1965067,1.9541223,1.9525213,3.23408,0.0,0.69925654,2.5503013
109,1.9577528,4.139643,2.8932447,2.3193076,2.2811155,2.6981177,2.987883,0.0,1.3909566,2.864612
110,2.6550174,3.4913173,3.025256,3.0362945,2.954139,2.8029294,3.606802,0.0,1.397378,2.9895453
111,2.1760187,4.1155314,3.065552,2.9557166,3.2496028,4.126301,3.1977055,0.0,1.3356104,4.1284475
112,3.872281,4.0606236,2.4570718,2.366523,2.7573986,2.295578,2.2874324,0.0,1.9342337,2.695876
113,1.3268739,6.0400105,2.9595501,3.327784,2.9349813,3.3918452,2.9614687,0.0,2.1715026,3.0804963
114,1.5276188,4.938613,2.8829856,2.3260071,2.8648639,2.4429069,2.4614804,0.0,0.6026533,2.1051974
115,1.8674599,4.4888644,2.7166324,3.4865663,3.0718327,0.6427097,2.0269022,0.0,1.5821106,1.0806516
116,2.4394782,4.4755116,2.8172681,2.0911124,2.1539354,1.7155,2.4533222,0.0,1.6608194,1.9731214
117,1.2105436,1.759755,1.7527653,1.5146264,1.16647,2.2379992,1.5875888,0.0,0.60584193,0.9244091
118,2.1692123,4.1531334,1.4344397,3.8739119,2.456819,4.807605,2.595113,0.0,1.6986598,1.710094
119,2.556137,4.5441375,1.7575003,4.0326986,3.3949869,5.369225,2.5997813,0.0,2.0120773,1.818655
120,1.8871633,4.9258304,2.9843984,1.7046261,2.7106693,1.5701088,2.3049386,0.0,1.1584697,0.39242584
121,1.7992327,3.3807528,2.2829797,2.367984,2.3100688,1.3566551,1.7492903,0.0,0.35277784,1.3753197
122,1.8674796,3.7413595,1.2460204,1.534001,1.8261012,1.7060066,1.8943726,0.0,1.0704188,0.62796396
123,2.7128835,4.197743,2.5317802,1.458905,2.739987,3.122899,2.6574004,0.0,2.152676,1.6198974
124,2.2404888,2.9598832,1.7188691,2.3072245,1.9077166,1.4802479,1.8908474,0.0,0.42012444,0.90938437
125,3.344493,4.392684,1.9766433,1.5183402,2.4371681,3.0349731,2.2627435,0.0,2.1302366,1.6126268
126,3.277821,3.5497992,3.532267,2.496763,2.436882,3.580767,2.1064594,0.0,1.9160535,1.7897902
127,0.86916167,4.1669626,2.7939892,2.6119037,1.4398904,3.4653323,2.420803,0.0,1.3928367,1.5434643
128,1.3692083,2.9703956,2.3588605,1.5348295,0.863529,1.24795,2.144717,0.0,1.3304462,0.0
129,2.3037546,4.240124,3.5031111,2.262492,2.8194628,4.1382093,3.3329284,0.0,2.667573,2.1359391
130,2.104066,3.543258,2.608583,1.5912696,2.1455343,2.6080754,2.575328,0.0,0.89954966,1.8628396
131,2.7285085,5.0302377,3.142375,2.6354043,3.2910478,4.0004945,2.6974158,0.0,1.1101444,3.4137676
132,2.8308864,4.8278418,1.4396538,2.8288085,3.2382817,3.1486535,2.0284283,0.0,1.7156276,2.4708734
133,2.9342067,3.8799245,1.3514129,2.2879674,2.4346976,3.2438197,1.6660392,0.0,0.28303838,1.5501773
134,1.3976479,5.806469,1.8148893,3.3171496,2.9763057,2.690127,2.837713,0.0,0.71673733,1.2826473
135,0.746235,4.960999,1.5196015,2.6400237,2.1261709,3.4163563,1.1921523,0.0,0.39071754,1.5575426
136,0.0,2.8878913,1.5817196,1.8075572,1.4877765,2.5942576,0.7233908,0.0,0.28842315,0.816599
137,3.202723,5.107705,2.767419,3.2053635,3.9315448,2.2467606,1.9871477,0.0,0.32377818,0.96260303
138,1.6564972,3.901752,0.6090274,2.3824847,2.6411529,2.9115167,2.2715998,0.0,1.4116951,0.6281436
139,2.5064244,4.3715897,2.6571603,3.369942,3.6583862,3.394207,0.79848534,0.0,0.7063206,2.3267446
140,2.497511,3.3484983,0.5178458,3.1262364,1.9786065,2.5201318,1.277667,0.0,0.78248465,1.4999475
141,1.7200925,4.9525304,1.3028848,2.0048397,2.3318062,1.6504939,2.2426527,0.0,0.0,0.47259104
142,1.9745251,5.8787246,1.4779935,3.7690635,2.5663698,3.4645524,2.5047002,0.0,1.0146729,2.274662
143,2.2427504,4.8451138,1.3621157,1.6100992,1.7078483,1.2732677,2.0111265,0.0,0.01889382,0.6261384
144,1.4754121,3.4334877,2.4321032,2.841975,3.4051356,2.9721165,1.7716258,0.0,0.0,2.6027365
145,2.8265762,4.9260716,1.029943,2.3793693,2.2285826,2.7766192,2.7621353,0.0,0.5719192,1.351133
146,3.8008685,6.454764,2.781109,4.1939955,4.2018633,4.9805183,3.650905,0.0,1.5749885,2.4407542
147,3.1941414,5.264059,2.6748555,4.772584,2.221074,4.167455,2.1855254,0.0,1.1490269,1.7616571
148,1.1117436,3.965032,3.2241285,2.478791,3.1385496,2.676741,3.060533,0.0,1.4136825,1.1862378
149,1.3024255,3.4052885,2.6804528,1.9253222,2.0132556,2.794412,1.950951,0.0,1.5757353,1.6322998
150,0.6622767,3.6587894,2.250882,1.9933428,1.5503341,3.0079825,1.6586552,0.0,2.1975195,1.7370719
151,2.7671683,5.6801457,3.8206782,2.2832677,2.8557997,4.4756,2.3252692,0.0,1.4359102,2.2103393
152,1.9150484,5.054141,2.5384734,2.1898553,2.5099332,4.4258437,2.501048,0.0,1.1271669,2.743385
153,3.42475,4.4845653,3.3397155,1.4822562,1.7813202,3.5587902,1.9696989,0.0,1.29041,1.1272626
154,3.9097378,5.0251203,3.3608637,2.437079,2.9836833,4.256531,3.135644,0.0,2.9190047,2.9060493
155,1.1660444,3.9317713,2.7813647,0.33773965,1.621777,1.733359,1.768401,0.0,2.18664,0.9433239
156,1.3058286,5.133588,3.6548288,2.558215,2.752973,4.3114343,1.9740602,0.0,1.564219,2.8985624
157,2.1582592,6.005518,2.4203475,2.070043,2.382534,3.1647484,2.7432745,0.0,1.7249639,1.1175516
158,2.4276357,5.482979,2.703673,2.790865,4.118694,3.3841355,2.5914774,0.0,0.4072784,1.7830647
159,2.3030593,4.6397524,1.2688476,2.719107,1.8842353,2.300259,1.9472667,0.0,2.098168,1.0071754
160,2.3001335,3.7009428,2.0750458,3.0039544,2.23061,2.731618,1.9445449,0.0,0.8546363,2.5408788
161,3.0729427,2.4320633,1.6104933,2.347601,2.5058055,2.3409429,1.4423114,0.0,0.8622745,1.951412
162,1.529534,5.9639792,2.3801467,3.1603277,2.3382235,2.806158,2.8418877,0.0,1.8492899,2.3720558
163,1.5757022,5.298469,2.6067274,2.565431,3.205549,2.7143593,1.7274641,0.0,1.2795923,3.1108444
164,2.1613295,4.2866936,2.0002878,1.5683388,1.9645582,1.627447,0.7255022,0.0,1.1969147,1.0917764
165,1.1064296,4.022264,1.5838219,2.1652846,1.8127242,2.472402,0.7241164,0.0,1.0099608,2.4273546
166,1.0104386,2.337865,0.7973581,1.4067734,1.2114555,1.8409158,0.0,0.0,0.18660001,1.6324607
167,2.3901637,4.4780884,1.2229322,2.5208652,1.4427716,4.1424537,2.180706,0.0,0.5483098,1.8140004
168,2.49476,4.0252132,0.80843633,2.0304422,2.675009,3.1740098,2.2223706,0.0,0.0,1.7615193
169,0.0,2.4890077,1.15977,1.6243267,2.153328,1.2746978,0.88793457,0.0,0.0,1.3267796
170,2.270898,3.9367461,1.6274786,2.0932128,4.352169,2.0739458,2.6690924,0.0,0.8242677,0.99629146
171,1.7384533,3.9164648,0.5833171,1.8911849,2.4226751,2.449607,2.5565293,0.0,0.25912198,0.63159204
172,2.097309,3.5331929,1.0885705,2.7170806,2.9451356,2.324753,2.6456742,0.0,0.3844467,0.76477545
173,2.7275264,4.1349044,1.256145,1.9209157,2.2816777,2.6148727,2.6887076,0.0,1.2215675,0.7425289
174,3.6272418,5.7628536,3.1799939,3.3974304,3.9717956,3.25037,3.553802,0.0,1.7685899,2.799838
175,3.3869183,5.289042,2.4126165,2.6082962,3.0732863,4.645056,3.0026011,0.0,1.6240058,3.1807404
176,1.9438553,5.784997,3.189631,1.7978898,2.9898353,2.3311615,2.662655,0.0,1.3143672,1.8932148
177,2.5826838,7.020547,2.524109,2.8570487,3.6353676,4.0165834,3.59301,0.0,1.459783,2.9327643
178,2.593418,4.993425,2.5361683,2.0667517,2.8612082,2.6534412,1.9736625,0.0,1.6208228,0.563253
179,2.8315325,6.7003226,2.7089918,2.1210415,2.9216218,4.1336193,2.8939683,0.0,1.9031641,1.5796106
180,1.3997583,2.5312543,1.6921034,2.0352013,1.2940074,2.498094,0.505495,0.0,1.1846005,0.8842311
181,1.6763016,3.6506262,1.509039,2.2944715,1.6340095,3.9809883,0.95240456,0.0,1.0479999,2.1253145
182,2.5144258,4.460416,2.7292306,2.7548454,2.1473794,3.9991899,0.5009456,0.0,1.4881843,2.0546298
183,1.8029525,6.062693,2.5380256,2.0215776,2.6061158,2.0823545,2.0736277,0.0,1.6411381,1.0103593
184,1.7533555,4.7045603,2.7664335,2.524123,2.0345185,2.4971147,0.8640617,0.0,1.5095422,2.4188943
185,2.0214164,4.8764377,3.023412,2.659392,1.5412138,2.4110126,1.7202857,0.0,1.3115411,2.9861045
186,1.8342124,3.976625,2.2334309,3.1407135,1.3262389,1.9363692,1.5051849,0.0,1.5536499,2.5624058
187,2.9402282,4.097401,2.6782217,2.6316583,2.5507278,2.2634916,1.4432503,0.0,1.5671682,2.8955934
188,2.6954486,3.6571488,2.9050326,3.147354,2.471857,2.8264756,2.0433433,0.0,2.5273507,2.7959018
189,3.6634045,4.1362777,3.5080674,3.821898,1.6098863,3.461681,2.0033288,0.0,2.2325897,2.845498
190,0.15715536,3.8060668,2.4830906,2.376999,1.5434601,2.3797925,2.7753944,0.0,1.1145546,2.7174716
191,2.0513244,6.0115094,3.005353,1.5065191,3.1109407,3.4822264,3.0922246,0.0,1.7512788,2.4640925
192,1.9134984,6.063297,3.0064523,2.334608,2.8100321,3.4995532,3.1325083,0.0,1.4975487,3.8069978
193,1.4329991,3.224014,2.463761,1.6662496,0.721222,1.5704155,1.4425387,0.0,0.0,2.4991295
194,2.6428409,3.8006027,2.7083964,2.2474644,1.8861847,3.2542636,2.718601,0.0,1.8123053,3.598726
195,3.604833,4.898166,3.084852,2.4568634,3.3011496,4.505083,3.1202188,0.0,1.8926022,4.2645936
196,3.6743937,6.39323,3.5772564,1.9791049,2.9140098,4.5652595,3.5732315,0.0,2.0865705,3.5957677
197,2.480218,7.00319,4.0148034,1.3901153,3.622887,2.0787084,3.4760451,0.0,1.8502295,3.3496873
198,2.010374,4.5728154,3.0469213,0.5707325,3.2414346,1.3144611,1.6885035,0.0,1.6411498,3.0926917
199,2.0505645,5.8022065,3.3844635,1.6029656,2.8293211,2.8732429,2.2261298,0.0,1.965656,4.119583
200,3.029115,6.6831846,2.0264997,1.863046,3.447244,2.4839709,2.9328015,0.0,0.90317804,3.3540208
201,3.274295,5.4540043,2.1917808,2.0092373,3.1828175,4.0817485,1.7662171,0.0,1.0159281,3.1881173
202,2.0541444,4.435976,1.1182009,3.0944738,2.7789552,2.9969985,2.405272,0.0,1.4228969,2.4919639
203,3.2303817,4.4017587,1.5064588,2.3270445,2.4840689,2.9039488,1.5387588,0.0,0.39158776,1.4663527
204,1.6956394,5.1392694,1.5957886,1.6076767,3.164752,1.4902545,2.551798,0.0,1.1763372,1.4263536
205,0.91610974,4.1910486,1.6277499,2.1132574,2.0095286,2.202498,1.5662482,0.0,1.2002755,0.97242695
206,1.4759516,4.741974,2.264669,2.0208082,1.8289983,3.4201994,2.7780352,0.0,1.0154202,1.8656657
207,1.6578119,4.311476,2.3984122,2.6370962,2.32029,2.9170642,2.6351395,0.0,0.8246803,3.0106235
208,1.9117155,3.0581515,2.5300488,2.2350059,1.9777436,3.681595,2.321559,0.0,1.8303676,2.8744466
209,2.9718788,4.125708,3.0745277,2.929442,3.5771646,4.2074313,3.1991315,0.0,1.9275051,2.7490761
210,2.326038,3.062606,1.1092602,0.46311682,1.2966218,2.9898221,1.7156062,0.0,1.7605009,1.9447944
211,1.4923729,3.0854032,2.7300456,1.2573843,3.2949777,0.8719367,2.2035944,0.0,0.68458545,1.2922125
212,1.9755443,4.8538117,1.505718,1.4936253,2.0318615,2.5609794,4.0142856,0.0,1.6175059,1.3644447
213,2.6441898,3.8411908,3.1594887,1.5596551,3.0512178,1.8114337,2.9270577,0.0,1.7404749,1.4798259
214,2.907515,4.1448116,2.8610744,2.8520598,2.084972,2.7220833,2.7769887,0.0,3.1889913,1.4258989
215,2.969313,4.6137514,2.5981686,1.755611,2.80342,2.5496814,3.3245523,0.0,3.084129,1.7606028
216,3.1985025,3.939869,3.1595445,1.5191629,3.310694,2.0805643,2.0990274,0.0,1.5543658,2.701296
217,2.6411912,3.7664545,1.7609378,3.1895325,2.6179347,2.128596,1.5229286,0.0,1.106205,3.0667741
218,0.4695959,4.4679775,1.8864199,2.063107,2.262982,1.6513348,1.6265333,0.0,0.8109644,2.1472826
219,1.5805221,5.1268687,3.0632024,2.914616,2.38119,2.7483292,2.0032456,0.0,0.2070465,2.2998798
220,2.971521,4.82937,1.9305246,2.7349932,3.159383,1.5829909,3.4596856,0.0,1.5929823,1.0640867
221,1.8853009,4.9177303,3.0822635,2.7470458,2.404611,4.6610413,3.1314821,0.0,1.999639,2.2197747
222,2.496939,4.8017964,4.461676,2.886778,2.5997849,3.8453138,1.8399286,0.0,2.4750147,2.2756543
223,2.3586287,4.364866,2.7584639,2.932304,2.3966978,2.9157984,2.3087468,0.0,2.5972462,1.5100633
224,2.3515992,4.407418,2.9220169,1.4410287,2.1963868,3.5140882,1.9165071,0.0,1.1793675,1.5896581
225,1.3984492,5.0081134,3.04763,1.4549711,3.183809,2.1366415,2.1020133,0.0,1.5789888,2.5636947
226,1.6217844,4.302876,1.341209,1.3421915,1.9258989,1.5355453,1.1616174,0.0,1.1852549,1.9545431
227,1.851238,5.401262,1.4589338,1.8341589,2.705348,3.7403278,2.2551982,0.0,0.78019756,3.1093063
228,1.5121893,3.686217,0.95273364,1.0048,1.4417831,2.7554548,0.7813018,0.0,0.7433756,1.7894442
229,0.7513023,1.2481731,0.011716444,1.2085737,1.2835793,1.6957115,0.19586183,0.0,0.0,1.0689145
230,1.754581,2.6504195,0.46445936,2.0969536,2.244383,4.041047,1.8529928,0.0,1.4654982,1.3225759
231,3.48308,4.275455,1.7899201,2.117341,3.665523,3.368843,3.0393414,0.0,1.1574874,1.4776556
232,0.90801096,3.1896024,1.0639718,0.61732036,2.3560658,0.854437,1.930124,0.0,0.3377996,0.43318963
233,1.2292141,4.5838375,1.7748011,2.886964,2.948689,2.9511504,2.095175,0.0,0.96441954,2.0233364
234,2.2965603,5.834875,2.0393944,2.0797098,3.815962,2.6471176,3.1901448,0.0,1.6233723,1.5449457
235,1.7492696,3.508709,2.7274241,2.253319,2.3358598,2.2276993,1.7272425,0.0,0.25927594,1.9463515
236,2.4291255,4.040797,2.1270266,2.0706534,2.3446753,3.0474174,2.5778909,0.0,1.2955325,1.9724412
237,3.163808,5.731574,2.5023384,2.7874038,3.5214794,3.754236,3.4467309,0.0,3.2384665,3.2392442
238,2.1196463,2.5982912,2.9292338,1.4852548,2.436745,2.6208208,1.3794655,0.0,1.0636523,2.8709178
239,1.6637928,5.683259,3.6288495,1.9008938,2.6276991,2.5760996,2.8298528,0.0,2.3348796,2.1854181
240,1.1116956,4.1234136,2.2690394,1.035954,2.2559936,3.1076763,2.2328095,0.0,1.765121,1.4659919
